1_Minkowski_Equal_Majority,1_Minkowski_Equal_InverseDistanceWeighted,1_Minkowski_Equal_Sheppards,1_Minkowski_InformationGain_Majority,1_Minkowski_InformationGain_InverseDistanceWeighted,1_Minkowski_InformationGain_Sheppards,1_Minkowski_Chi_Majority,1_Minkowski_Chi_InverseDistanceWeighted,1_Minkowski_Chi_Sheppards,1_Cosine_Equal_Majority,1_Cosine_Equal_InverseDistanceWeighted,1_Cosine_Equal_Sheppards,1_Cosine_InformationGain_Majority,1_Cosine_InformationGain_InverseDistanceWeighted,1_Cosine_InformationGain_Sheppards,1_Cosine_Chi_Majority,1_Cosine_Chi_InverseDistanceWeighted,1_Cosine_Chi_Sheppards,1_Canberra_Equal_Majority,1_Canberra_Equal_InverseDistanceWeighted,1_Canberra_Equal_Sheppards,1_Canberra_InformationGain_Majority,1_Canberra_InformationGain_InverseDistanceWeighted,1_Canberra_InformationGain_Sheppards,1_Canberra_Chi_Majority,1_Canberra_Chi_InverseDistanceWeighted,1_Canberra_Chi_Sheppards,3_Minkowski_Equal_Majority,3_Minkowski_Equal_InverseDistanceWeighted,3_Minkowski_Equal_Sheppards,3_Minkowski_InformationGain_Majority,3_Minkowski_InformationGain_InverseDistanceWeighted,3_Minkowski_InformationGain_Sheppards,3_Minkowski_Chi_Majority,3_Minkowski_Chi_InverseDistanceWeighted,3_Minkowski_Chi_Sheppards,3_Cosine_Equal_Majority,3_Cosine_Equal_InverseDistanceWeighted,3_Cosine_Equal_Sheppards,3_Cosine_InformationGain_Majority,3_Cosine_InformationGain_InverseDistanceWeighted,3_Cosine_InformationGain_Sheppards,3_Cosine_Chi_Majority,3_Cosine_Chi_InverseDistanceWeighted,3_Cosine_Chi_Sheppards,3_Canberra_Equal_Majority,3_Canberra_Equal_InverseDistanceWeighted,3_Canberra_Equal_Sheppards,3_Canberra_InformationGain_Majority,3_Canberra_InformationGain_InverseDistanceWeighted,3_Canberra_InformationGain_Sheppards,3_Canberra_Chi_Majority,3_Canberra_Chi_InverseDistanceWeighted,3_Canberra_Chi_Sheppards,5_Minkowski_Equal_Majority,5_Minkowski_Equal_InverseDistanceWeighted,5_Minkowski_Equal_Sheppards,5_Minkowski_InformationGain_Majority,5_Minkowski_InformationGain_InverseDistanceWeighted,5_Minkowski_InformationGain_Sheppards,5_Minkowski_Chi_Majority,5_Minkowski_Chi_InverseDistanceWeighted,5_Minkowski_Chi_Sheppards,5_Cosine_Equal_Majority,5_Cosine_Equal_InverseDistanceWeighted,5_Cosine_Equal_Sheppards,5_Cosine_InformationGain_Majority,5_Cosine_InformationGain_InverseDistanceWeighted,5_Cosine_InformationGain_Sheppards,5_Cosine_Chi_Majority,5_Cosine_Chi_InverseDistanceWeighted,5_Cosine_Chi_Sheppards,5_Canberra_Equal_Majority,5_Canberra_Equal_InverseDistanceWeighted,5_Canberra_Equal_Sheppards,5_Canberra_InformationGain_Majority,5_Canberra_InformationGain_InverseDistanceWeighted,5_Canberra_InformationGain_Sheppards,5_Canberra_Chi_Majority,5_Canberra_Chi_InverseDistanceWeighted,5_Canberra_Chi_Sheppards,7_Minkowski_Equal_Majority,7_Minkowski_Equal_InverseDistanceWeighted,7_Minkowski_Equal_Sheppards,7_Minkowski_InformationGain_Majority,7_Minkowski_InformationGain_InverseDistanceWeighted,7_Minkowski_InformationGain_Sheppards,7_Minkowski_Chi_Majority,7_Minkowski_Chi_InverseDistanceWeighted,7_Minkowski_Chi_Sheppards,7_Cosine_Equal_Majority,7_Cosine_Equal_InverseDistanceWeighted,7_Cosine_Equal_Sheppards,7_Cosine_InformationGain_Majority,7_Cosine_InformationGain_InverseDistanceWeighted,7_Cosine_InformationGain_Sheppards,7_Cosine_Chi_Majority,7_Cosine_Chi_InverseDistanceWeighted,7_Cosine_Chi_Sheppards,7_Canberra_Equal_Majority,7_Canberra_Equal_InverseDistanceWeighted,7_Canberra_Equal_Sheppards,7_Canberra_InformationGain_Majority,7_Canberra_InformationGain_InverseDistanceWeighted,7_Canberra_InformationGain_Sheppards,7_Canberra_Chi_Majority,7_Canberra_Chi_InverseDistanceWeighted,7_Canberra_Chi_Sheppards
0.8973561430793157,0.8973561430793157,0.8973561430793157,0.8818040435458787,0.8818040435458787,0.8818040435458787,0.8833592534992224,0.8833592534992224,0.8833592534992224,0.833592534992224,0.833592534992224,0.833592534992224,0.8211508553654744,0.8211508553654744,0.8211508553654744,0.7978227060653188,0.7978227060653188,0.7978227060653188,0.9082426127527217,0.9082426127527217,0.9082426127527217,0.9066874027993779,0.9066874027993779,0.9066874027993779,0.8724727838258165,0.8724727838258165,0.8724727838258165,0.9004665629860031,0.9004665629860031,0.9004665629860031,0.9020217729393468,0.9020217729393468,0.9020217729393468,0.8880248833592534,0.8880248833592534,0.8880248833592534,0.8475894245723172,0.8475894245723172,0.8475894245723172,0.838258164852255,0.8398133748055988,0.838258164852255,0.8102643856920684,0.8102643856920684,0.8102643856920684,0.9004665629860031,0.9004665629860031,0.8989113530326595,0.8973561430793157,0.8973561430793157,0.8973561430793157,0.8942457231726283,0.8942457231726283,0.8942457231726283,0.8942457231726283,0.8942457231726283,0.8942457231726283,0.8880248833592534,0.8880248833592534,0.8880248833592534,0.8895800933125972,0.8895800933125972,0.8895800933125972,0.8460342146189735,0.8444790046656299,0.8460342146189735,0.8444790046656299,0.8429237947122862,0.8444790046656299,0.8087091757387247,0.8102643856920684,0.8087091757387247,0.8942457231726283,0.8942457231726283,0.8942457231726283,0.8989113530326595,0.8989113530326595,0.8989113530326595,0.8880248833592534,0.8880248833592534,0.8880248833592534,0.8880248833592534,0.8880248833592534,0.8880248833592534,0.8864696734059098,0.8880248833592534,0.8864696734059098,0.8849144634525661,0.8849144634525661,0.8849144634525661,0.8506998444790047,0.8506998444790047,0.8506998444790047,0.8211508553654744,0.8227060653188181,0.8211508553654744,0.8102643856920684,0.8118195956454122,0.8102643856920684,0.8880248833592534,0.8880248833592534,0.8911353032659409,0.8926905132192846,0.895800933125972,0.8942457231726283,0.8833592534992224,0.8880248833592534,0.8833592534992224
0.9082426127527217,0.9082426127527217,0.9082426127527217,0.8989113530326595,0.8989113530326595,0.8989113530326595,0.8833592534992224,0.8833592534992224,0.8833592534992224,0.8506998444790047,0.8506998444790047,0.8506998444790047,0.8289269051321928,0.8289269051321928,0.8289269051321928,0.8087091757387247,0.8087091757387247,0.8087091757387247,0.911353032659409,0.911353032659409,0.911353032659409,0.895800933125972,0.895800933125972,0.895800933125972,0.8926905132192846,0.8926905132192846,0.8926905132192846,0.9097978227060654,0.9097978227060654,0.9097978227060654,0.9097978227060654,0.9097978227060654,0.9097978227060654,0.9066874027993779,0.9066874027993779,0.9066874027993779,0.8553654743390358,0.8569206842923794,0.8553654743390358,0.8320373250388803,0.8320373250388803,0.8320373250388803,0.8087091757387247,0.8087091757387247,0.8087091757387247,0.9206842923794712,0.9206842923794712,0.9206842923794712,0.9097978227060654,0.9097978227060654,0.9097978227060654,0.9051321928460342,0.9066874027993779,0.9051321928460342,0.9206842923794712,0.9206842923794712,0.9206842923794712,0.9129082426127527,0.9144634525660964,0.9129082426127527,0.9129082426127527,0.9129082426127527,0.9129082426127527,0.8522550544323484,0.8538102643856921,0.8522550544323484,0.8289269051321928,0.8304821150855366,0.8289269051321928,0.8133748055987559,0.8149300155520995,0.8133748055987559,0.9206842923794712,0.9206842923794712,0.9237947122861586,0.9066874027993779,0.9066874027993779,0.9082426127527217,0.9066874027993779,0.9066874027993779,0.9066874027993779,0.9097978227060654,0.9129082426127527,0.911353032659409,0.9082426127527217,0.9097978227060654,0.9082426127527217,0.9020217729393468,0.9020217729393468,0.9020217729393468,0.8475894245723172,0.8475894245723172,0.8475894245723172,0.8273716951788491,0.8289269051321928,0.8273716951788491,0.7962674961119751,0.7962674961119751,0.7962674961119751,0.9160186625194401,0.9160186625194401,0.9160186625194401,0.9222395023328149,0.9222395023328149,0.9222395023328149,0.9035769828926905,0.9035769828926905,0.9035769828926905
0.9054263565891473,0.9054263565891473,0.9054263565891473,0.8883720930232558,0.8883720930232558,0.8883720930232558,0.8790697674418605,0.8790697674418605,0.8790697674418605,0.8558139534883721,0.8558139534883721,0.8558139534883721,0.8480620155038759,0.8480620155038759,0.8480620155038759,0.7937984496124031,0.7937984496124031,0.7937984496124031,0.924031007751938,0.924031007751938,0.924031007751938,0.9224806201550387,0.9224806201550387,0.9224806201550387,0.8821705426356589,0.8821705426356589,0.8821705426356589,0.9085271317829458,0.9085271317829458,0.9085271317829458,0.896124031007752,0.896124031007752,0.896124031007752,0.8775193798449612,0.8775193798449612,0.8775193798449612,0.8558139534883721,0.8558139534883721,0.8558139534883721,0.8325581395348837,0.834108527131783,0.8325581395348837,0.8015503875968992,0.8031007751937984,0.8015503875968992,0.9100775193798449,0.9100775193798449,0.9085271317829458,0.9085271317829458,0.9085271317829458,0.9085271317829458,0.889922480620155,0.889922480620155,0.889922480620155,0.9023255813953488,0.9023255813953488,0.9023255813953488,0.8883720930232558,0.8883720930232558,0.8883720930232558,0.8883720930232558,0.8883720930232558,0.8883720930232558,0.8542635658914729,0.8542635658914729,0.8542635658914729,0.834108527131783,0.834108527131783,0.834108527131783,0.7984496124031008,0.7968992248062016,0.7984496124031008,0.9131782945736434,0.9131782945736434,0.9162790697674419,0.9069767441860465,0.9069767441860465,0.9069767441860465,0.8914728682170543,0.8914728682170543,0.8914728682170543,0.8914728682170543,0.8914728682170543,0.8914728682170543,0.8930232558139535,0.8930232558139535,0.8930232558139535,0.8806201550387597,0.8806201550387597,0.8806201550387597,0.8511627906976744,0.8511627906976744,0.8511627906976744,0.8356589147286821,0.8356589147286821,0.8356589147286821,0.8031007751937984,0.8031007751937984,0.8031007751937984,0.9023255813953488,0.9023255813953488,0.9023255813953488,0.9007751937984496,0.9023255813953488,0.9023255813953488,0.8945736434108527,0.8945736434108527,0.8945736434108527
0.8989113530326595,0.8989113530326595,0.8989113530326595,0.8989113530326595,0.8989113530326595,0.8989113530326595,0.8895800933125972,0.8895800933125972,0.8895800933125972,0.8506998444790047,0.8506998444790047,0.8506998444790047,0.8180404354587869,0.8180404354587869,0.8180404354587869,0.7962674961119751,0.7962674961119751,0.7962674961119751,0.895800933125972,0.895800933125972,0.895800933125972,0.895800933125972,0.895800933125972,0.895800933125972,0.8786936236391913,0.8786936236391913,0.8786936236391913,0.9097978227060654,0.9097978227060654,0.9097978227060654,0.9129082426127527,0.9129082426127527,0.9129082426127527,0.9051321928460342,0.9051321928460342,0.9051321928460342,0.8584758942457231,0.8584758942457231,0.8584758942457231,0.8413685847589425,0.8398133748055988,0.8413685847589425,0.8149300155520995,0.8149300155520995,0.8149300155520995,0.9191290824261276,0.9191290824261276,0.9175738724727839,0.9129082426127527,0.9129082426127527,0.9129082426127527,0.8989113530326595,0.8989113530326595,0.8989113530326595,0.9051321928460342,0.9051321928460342,0.9051321928460342,0.9035769828926905,0.9051321928460342,0.9035769828926905,0.8973561430793157,0.8989113530326595,0.8973561430793157,0.8600311041990669,0.8584758942457231,0.8600311041990669,0.8460342146189735,0.8491446345256609,0.8460342146189735,0.8180404354587869,0.8195956454121306,0.8180404354587869,0.9097978227060654,0.911353032659409,0.9129082426127527,0.9020217729393468,0.9051321928460342,0.9035769828926905,0.9020217729393468,0.9020217729393468,0.9020217729393468,0.9160186625194401,0.9160186625194401,0.9160186625194401,0.9004665629860031,0.9004665629860031,0.9004665629860031,0.8973561430793157,0.8973561430793157,0.8973561430793157,0.8569206842923794,0.8600311041990669,0.8569206842923794,0.8320373250388803,0.8351477449455676,0.8320373250388803,0.8118195956454122,0.8149300155520995,0.8118195956454122,0.9129082426127527,0.911353032659409,0.9160186625194401,0.9097978227060654,0.9097978227060654,0.9097978227060654,0.895800933125972,0.895800933125972,0.895800933125972
0.9158878504672897,0.9158878504672897,0.9158878504672897,0.9143302180685359,0.9143302180685359,0.9143302180685359,0.9065420560747663,0.9065420560747663,0.9065420560747663,0.8613707165109035,0.8613707165109035,0.8613707165109035,0.8302180685358256,0.8302180685358256,0.8302180685358256,0.7881619937694704,0.7881619937694704,0.7881619937694704,0.9127725856697819,0.9127725856697819,0.9127725856697819,0.926791277258567,0.926791277258567,0.926791277258567,0.9034267912772586,0.9034267912772586,0.9034267912772586,0.9314641744548287,0.9314641744548287,0.9314641744548287,0.9221183800623053,0.9221183800623053,0.9221183800623053,0.9143302180685359,0.9143302180685359,0.9143302180685359,0.8566978193146417,0.8566978193146417,0.8566978193146417,0.8286604361370716,0.8302180685358256,0.8286604361370716,0.7959501557632399,0.7975077881619937,0.7959501557632399,0.9190031152647975,0.9190031152647975,0.9190031152647975,0.9221183800623053,0.9221183800623053,0.9221183800623053,0.9112149532710281,0.9112149532710281,0.9112149532710281,0.9252336448598131,0.9252336448598131,0.9252336448598131,0.9190031152647975,0.9190031152647975,0.9190031152647975,0.9127725856697819,0.9127725856697819,0.9127725856697819,0.8582554517133957,0.8582554517133957,0.8582554517133957,0.8255451713395638,0.8286604361370716,0.8255451713395638,0.8068535825545171,0.8068535825545171,0.8068535825545171,0.9158878504672897,0.9174454828660437,0.9174454828660437,0.9158878504672897,0.9158878504672897,0.9158878504672897,0.9065420560747663,0.9065420560747663,0.9065420560747663,0.9252336448598131,0.9252336448598131,0.9252336448598131,0.9252336448598131,0.9252336448598131,0.9252336448598131,0.9034267912772586,0.9034267912772586,0.9034267912772586,0.8753894080996885,0.8785046728971962,0.8753894080996885,0.8208722741433022,0.822429906542056,0.8208722741433022,0.8021806853582555,0.8021806853582555,0.8021806853582555,0.9190031152647975,0.9205607476635514,0.9221183800623053,0.9158878504672897,0.9158878504672897,0.9174454828660437,0.9080996884735203,0.9096573208722741,0.9080996884735203
0.8976744186046511,0.8976744186046511,0.8976744186046511,0.889922480620155,0.889922480620155,0.889922480620155,0.875968992248062,0.875968992248062,0.875968992248062,0.8170542635658915,0.8170542635658915,0.8170542635658915,0.7922480620155039,0.7922480620155039,0.7922480620155039,0.7674418604651163,0.7674418604651163,0.7674418604651163,0.8914728682170543,0.8914728682170543,0.8914728682170543,0.8883720930232558,0.8883720930232558,0.8883720930232558,0.8821705426356589,0.8821705426356589,0.8821705426356589,0.9023255813953488,0.9023255813953488,0.9023255813953488,0.8976744186046511,0.8976744186046511,0.8976744186046511,0.8852713178294573,0.8852713178294573,0.8852713178294573,0.8310077519379845,0.8310077519379845,0.8310077519379845,0.8062015503875969,0.8062015503875969,0.8062015503875969,0.7937984496124031,0.7922480620155039,0.7937984496124031,0.8930232558139535,0.8930232558139535,0.8930232558139535,0.8945736434108527,0.8945736434108527,0.8945736434108527,0.9007751937984496,0.8992248062015504,0.9007751937984496,0.8976744186046511,0.8976744186046511,0.8976744186046511,0.8930232558139535,0.8930232558139535,0.8930232558139535,0.8852713178294573,0.8852713178294573,0.8852713178294573,0.834108527131783,0.834108527131783,0.834108527131783,0.8108527131782945,0.8093023255813954,0.8108527131782945,0.7968992248062016,0.7968992248062016,0.7968992248062016,0.8976744186046511,0.8976744186046511,0.8945736434108527,0.896124031007752,0.896124031007752,0.8945736434108527,0.8976744186046511,0.896124031007752,0.896124031007752,0.9054263565891473,0.9054263565891473,0.9054263565891473,0.8976744186046511,0.8976744186046511,0.8976744186046511,0.8945736434108527,0.8945736434108527,0.8945736434108527,0.8325581395348837,0.8310077519379845,0.8325581395348837,0.8031007751937984,0.8062015503875969,0.8031007751937984,0.786046511627907,0.786046511627907,0.786046511627907,0.896124031007752,0.8976744186046511,0.8992248062015504,0.896124031007752,0.8976744186046511,0.8976744186046511,0.8945736434108527,0.8930232558139535,0.8945736434108527
0.9175738724727839,0.9175738724727839,0.9175738724727839,0.9253499222395023,0.9253499222395023,0.9253499222395023,0.8895800933125972,0.8895800933125972,0.8895800933125972,0.8351477449455676,0.8351477449455676,0.8351477449455676,0.8102643856920684,0.8102643856920684,0.8102643856920684,0.776049766718507,0.776049766718507,0.776049766718507,0.9206842923794712,0.9206842923794712,0.9206842923794712,0.9206842923794712,0.9206842923794712,0.9206842923794712,0.8849144634525661,0.8849144634525661,0.8849144634525661,0.9237947122861586,0.9237947122861586,0.9237947122861586,0.9160186625194401,0.9160186625194401,0.9160186625194401,0.9020217729393468,0.9020217729393468,0.9020217729393468,0.8678071539657853,0.8678071539657853,0.8678071539657853,0.8164852255054432,0.8180404354587869,0.8164852255054432,0.7978227060653188,0.8009331259720062,0.7978227060653188,0.926905132192846,0.926905132192846,0.926905132192846,0.9253499222395023,0.9253499222395023,0.9253499222395023,0.8989113530326595,0.8989113530326595,0.8989113530326595,0.9144634525660964,0.9144634525660964,0.9144634525660964,0.9144634525660964,0.9144634525660964,0.9144634525660964,0.9066874027993779,0.9082426127527217,0.9066874027993779,0.8615863141524106,0.8615863141524106,0.8615863141524106,0.8211508553654744,0.8211508553654744,0.8211508553654744,0.7962674961119751,0.7978227060653188,0.7962674961119751,0.9284603421461898,0.9284603421461898,0.9331259720062208,0.9144634525660964,0.9144634525660964,0.9144634525660964,0.8895800933125972,0.8895800933125972,0.8895800933125972,0.9144634525660964,0.9160186625194401,0.9144634525660964,0.9206842923794712,0.9206842923794712,0.9206842923794712,0.9035769828926905,0.9035769828926905,0.9035769828926905,0.8506998444790047,0.8569206842923794,0.8506998444790047,0.8164852255054432,0.8164852255054432,0.8164852255054432,0.7884914463452566,0.7900466562986003,0.7884914463452566,0.9284603421461898,0.9284603421461898,0.9284603421461898,0.9222395023328149,0.9222395023328149,0.9222395023328149,0.8911353032659409,0.8942457231726283,0.8911353032659409
0.8962848297213623,0.8962848297213623,0.8962848297213623,0.9055727554179567,0.9055727554179567,0.9055727554179567,0.8869969040247678,0.8869969040247678,0.8869969040247678,0.8560371517027864,0.8560371517027864,0.8560371517027864,0.8219814241486069,0.8219814241486069,0.8219814241486069,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.9086687306501547,0.9086687306501547,0.9086687306501547,0.9009287925696594,0.9009287925696594,0.9009287925696594,0.8900928792569659,0.8900928792569659,0.8900928792569659,0.9117647058823529,0.9117647058823529,0.9117647058823529,0.9055727554179567,0.9055727554179567,0.9055727554179567,0.891640866873065,0.891640866873065,0.891640866873065,0.8637770897832817,0.8637770897832817,0.8637770897832817,0.8405572755417957,0.8405572755417957,0.8405572755417957,0.8157894736842105,0.8157894736842105,0.8157894736842105,0.9148606811145511,0.9148606811145511,0.9148606811145511,0.9040247678018576,0.9040247678018576,0.9040247678018576,0.8962848297213623,0.8962848297213623,0.8962848297213623,0.9117647058823529,0.9102167182662538,0.9117647058823529,0.9086687306501547,0.9071207430340558,0.9086687306501547,0.9009287925696594,0.8993808049535603,0.9009287925696594,0.8777089783281734,0.8761609907120743,0.8777089783281734,0.8498452012383901,0.8513931888544891,0.8498452012383901,0.8204334365325078,0.8204334365325078,0.8204334365325078,0.9164086687306502,0.9148606811145511,0.9148606811145511,0.9086687306501547,0.9071207430340558,0.9071207430340558,0.9071207430340558,0.9055727554179567,0.9055727554179567,0.9210526315789473,0.9210526315789473,0.9210526315789473,0.9071207430340558,0.9086687306501547,0.9071207430340558,0.9102167182662538,0.9102167182662538,0.9102167182662538,0.868421052631579,0.8668730650154799,0.868421052631579,0.846749226006192,0.846749226006192,0.846749226006192,0.8204334365325078,0.8204334365325078,0.8204334365325078,0.913312693498452,0.913312693498452,0.913312693498452,0.9086687306501547,0.9071207430340558,0.9071207430340558,0.9071207430340558,0.9086687306501547,0.9071207430340558
0.8911353032659409,0.8911353032659409,0.8911353032659409,0.9035769828926905,0.9035769828926905,0.9035769828926905,0.8818040435458787,0.8818040435458787,0.8818040435458787,0.8491446345256609,0.8491446345256609,0.8491446345256609,0.8258164852255054,0.8258164852255054,0.8258164852255054,0.7729393468118196,0.7729393468118196,0.7729393468118196,0.9051321928460342,0.9051321928460342,0.9051321928460342,0.9004665629860031,0.9004665629860031,0.9004665629860031,0.8724727838258165,0.8724727838258165,0.8724727838258165,0.9020217729393468,0.9020217729393468,0.9020217729393468,0.9035769828926905,0.9035769828926905,0.9035769828926905,0.8880248833592534,0.8880248833592534,0.8880248833592534,0.8398133748055988,0.8413685847589425,0.8398133748055988,0.8227060653188181,0.8227060653188181,0.8227060653188181,0.7916018662519441,0.7916018662519441,0.7916018662519441,0.9035769828926905,0.9035769828926905,0.9051321928460342,0.9051321928460342,0.9051321928460342,0.9051321928460342,0.8833592534992224,0.8833592534992224,0.8833592534992224,0.9051321928460342,0.9051321928460342,0.9051321928460342,0.911353032659409,0.911353032659409,0.911353032659409,0.9020217729393468,0.9004665629860031,0.9020217729393468,0.8506998444790047,0.8506998444790047,0.8506998444790047,0.8242612752721618,0.8258164852255054,0.8242612752721618,0.7869362363919129,0.7916018662519441,0.7869362363919129,0.8973561430793157,0.8973561430793157,0.9004665629860031,0.895800933125972,0.895800933125972,0.8973561430793157,0.8880248833592534,0.8864696734059098,0.8880248833592534,0.8973561430793157,0.8989113530326595,0.8973561430793157,0.9035769828926905,0.9051321928460342,0.9035769828926905,0.8895800933125972,0.8895800933125972,0.8895800933125972,0.8398133748055988,0.8444790046656299,0.8398133748055988,0.8242612752721618,0.8273716951788491,0.8242612752721618,0.7822706065318819,0.7884914463452566,0.7822706065318819,0.9020217729393468,0.9035769828926905,0.9035769828926905,0.8942457231726283,0.8942457231726283,0.8973561430793157,0.8833592534992224,0.8833592534992224,0.8833592534992224
0.9096573208722741,0.9096573208722741,0.9096573208722741,0.9049844236760125,0.9049844236760125,0.9049844236760125,0.8894080996884736,0.8894080996884736,0.8894080996884736,0.8348909657320872,0.8348909657320872,0.8348909657320872,0.8037383177570093,0.8037383177570093,0.8037383177570093,0.7757009345794392,0.7757009345794392,0.7757009345794392,0.9049844236760125,0.9049844236760125,0.9049844236760125,0.9018691588785047,0.9018691588785047,0.9018691588785047,0.897196261682243,0.897196261682243,0.897196261682243,0.9049844236760125,0.9049844236760125,0.9049844236760125,0.9003115264797508,0.9003115264797508,0.9003115264797508,0.9003115264797508,0.9003115264797508,0.9003115264797508,0.8302180685358256,0.8317757009345794,0.8302180685358256,0.8161993769470405,0.8177570093457944,0.8161993769470405,0.7881619937694704,0.7881619937694704,0.7881619937694704,0.9127725856697819,0.9127725856697819,0.9112149532710281,0.9127725856697819,0.9127725856697819,0.9127725856697819,0.9096573208722741,0.9096573208722741,0.9096573208722741,0.9049844236760125,0.9065420560747663,0.9049844236760125,0.9049844236760125,0.9049844236760125,0.9049844236760125,0.9065420560747663,0.9065420560747663,0.9065420560747663,0.8411214953271028,0.8411214953271028,0.8411214953271028,0.8255451713395638,0.8255451713395638,0.8255451713395638,0.8021806853582555,0.8006230529595015,0.8021806853582555,0.9080996884735203,0.9080996884735203,0.9065420560747663,0.9096573208722741,0.9096573208722741,0.9096573208722741,0.9080996884735203,0.9065420560747663,0.9065420560747663,0.9080996884735203,0.9080996884735203,0.9080996884735203,0.9065420560747663,0.9080996884735203,0.9065420560747663,0.9127725856697819,0.9127725856697819,0.9127725856697819,0.839563862928349,0.839563862928349,0.839563862928349,0.822429906542056,0.82398753894081,0.822429906542056,0.8068535825545171,0.8099688473520249,0.8068535825545171,0.9018691588785047,0.9034267912772586,0.9065420560747663,0.9065420560747663,0.9065420560747663,0.9065420560747663,0.9049844236760125,0.9049844236760125,0.9049844236760125
